"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
"4290"	205	"Male"	"NL"	5	2	0	33	2	119	10	NA
"4291"	205	"Male"	"NL"	6	2	1	33	2	119	10	NA
"4289"	205	"Male"	"NL"	7	2	1	29	2	119	10	NA
"4292"	205	"Male"	"NL"	8	2	0	24	2	119	10	NA
"4293"	205	"Male"	"NL"	9	3	1	41	2	154	10	NA
"4296"	205	"Male"	"NL"	10	3	1	30	2	154	10	NA
"4294"	205	"Male"	"NL"	11	3	0	69	2	154	10	NA
"4295"	205	"Male"	"NL"	12	3	0	14	2	154	10	NA
"4299"	205	"Male"	"NL"	13	4	1	53	3	200	10	NA
"4297"	205	"Male"	"NL"	14	4	1	69	3	200	10	NA
"4300"	205	"Male"	"NL"	15	4	1	71	3	200	10	NA
"4298"	205	"Male"	"NL"	16	4	0	7	3	200	10	NA
"4303"	205	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4304"	205	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4301"	205	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4302"	205	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4305"	205	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4306"	206	"Male"	"NL"	1	1	1	50	3	222	20	NA
"4309"	206	"Male"	"NL"	2	1	1	55	3	222	20	NA
"4307"	206	"Male"	"NL"	3	1	1	37	3	222	20	NA
"4308"	206	"Male"	"NL"	4	1	0	80	3	222	20	NA
"4310"	206	"Male"	"NL"	5	2	1	106	4	271	20	NA
"4312"	206	"Male"	"NL"	6	2	1	64	4	271	20	NA
"4311"	206	"Male"	"NL"	7	2	1	51	4	271	20	NA
"4313"	206	"Male"	"NL"	8	2	1	50	4	271	20	NA
"4316"	206	"Male"	"NL"	9	3	1	43	4	168	20	NA
"4315"	206	"Male"	"NL"	10	3	1	55	4	168	20	NA
"4317"	206	"Male"	"NL"	11	3	1	35	4	168	20	NA
"4314"	206	"Male"	"NL"	12	3	1	35	4	168	20	NA
"4318"	206	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"4319"	206	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"4320"	206	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"4321"	206	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"4324"	206	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4325"	206	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4322"	206	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4323"	206	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4326"	206	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4328"	207	"Male"	"FR"	1	1	0	36	1	265	10	NA
"4327"	207	"Male"	"FR"	2	1	1	81	1	265	10	NA
"4330"	207	"Male"	"FR"	3	1	0	45	1	265	10	NA
"4329"	207	"Male"	"FR"	4	1	0	103	1	265	10	NA
"4334"	207	"Male"	"FR"	5	2	0	58	2	191	10	NA
"4331"	207	"Male"	"FR"	6	2	0	60	2	191	10	NA
"4332"	207	"Male"	"FR"	7	2	1	12	2	191	10	NA
"4333"	207	"Male"	"FR"	8	2	1	61	2	191	10	NA
"4335"	207	"Male"	"FR"	9	3	0	35	2	98	10	NA
"4337"	207	"Male"	"FR"	10	3	1	26	2	98	10	NA
"4336"	207	"Male"	"FR"	11	3	0	22	2	98	10	NA
"4338"	207	"Male"	"FR"	12	3	1	15	2	98	10	NA
"4339"	207	"Male"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"4340"	207	"Male"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"4341"	207	"Male"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"4342"	207	"Male"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"4345"	207	"Male"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"4346"	207	"Male"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"4343"	207	"Male"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"4344"	207	"Male"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"4347"	207	"Male"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"4348"	208	"Female"	"NL"	1	1	0	168	1	376	10	NA
"4349"	208	"Female"	"NL"	2	1	1	90	1	376	10	NA
"4351"	208	"Female"	"NL"	3	1	0	38	1	376	10	NA
"4350"	208	"Female"	"NL"	4	1	0	80	1	376	10	NA
"4352"	208	"Female"	"NL"	5	2	1	123	2	320	10	NA
"4353"	208	"Female"	"NL"	6	2	0	86	2	320	10	NA
"4354"	208	"Female"	"NL"	7	2	1	46	2	320	10	NA
"4355"	208	"Female"	"NL"	8	2	0	65	2	320	10	NA
"4357"	208	"Female"	"NL"	9	3	1	71	2	209	10	NA
"4356"	208	"Female"	"NL"	10	3	0	46	2	209	10	NA
"4359"	208	"Female"	"NL"	11	3	0	36	2	209	10	NA
"4358"	208	"Female"	"NL"	12	3	1	56	2	209	10	NA
"4360"	208	"Female"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"4361"	208	"Female"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"4362"	208	"Female"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"4363"	208	"Female"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"4366"	208	"Female"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4367"	208	"Female"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4364"	208	"Female"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4365"	208	"Female"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4368"	208	"Female"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4369"	209	"Female"	"FR"	1	1	0	25	2	102	9	685
"4370"	209	"Female"	"FR"	2	1	1	30	2	102	9	685
"4372"	209	"Female"	"FR"	3	1	1	23	2	102	9	685
"4371"	209	"Female"	"FR"	4	1	0	24	2	102	9	685
"4373"	209	"Female"	"FR"	5	2	0	25	2	85	9	685
"4376"	209	"Female"	"FR"	6	2	1	21	2	85	9	685
"4374"	209	"Female"	"FR"	7	2	1	25	2	85	9	685
"4375"	209	"Female"	"FR"	8	2	0	14	2	85	9	685
"4379"	209	"Female"	"FR"	9	3	0	28	2	72	9	685
"4380"	209	"Female"	"FR"	10	3	1	24	2	72	9	685
"4377"	209	"Female"	"FR"	11	3	0	11	2	72	9	685
"4378"	209	"Female"	"FR"	12	3	1	9	2	72	9	685
"4381"	209	"Female"	"FR"	13	4	0	15	1	116	9	685
"4382"	209	"Female"	"FR"	14	4	1	52	1	116	9	685
"4383"	209	"Female"	"FR"	15	4	0	36	1	116	9	685
"4384"	209	"Female"	"FR"	16	4	0	13	1	116	9	685
"4388"	209	"Female"	"FR"	17	5	0	59	2	180	9	685
"4386"	209	"Female"	"FR"	18	5	1	69	2	180	9	685
"4387"	209	"Female"	"FR"	19	5	0	26	2	180	9	685
"4385"	209	"Female"	"FR"	20	5	1	26	2	180	9	685
"4389"	209	"Female"	"FR"	21	6	0	130	0	130	9	685
"4393"	210	"Female"	"FR"	1	1	0	146	0	512	8	NA
"4392"	210	"Female"	"FR"	2	1	0	155	0	512	8	NA
"4391"	210	"Female"	"FR"	3	1	0	79	0	512	8	NA
"4390"	210	"Female"	"FR"	4	1	0	132	0	512	8	NA
"4395"	210	"Female"	"FR"	5	2	1	157	2	395	8	NA
"4397"	210	"Female"	"FR"	6	2	0	71	2	395	8	NA
"4396"	210	"Female"	"FR"	7	2	1	84	2	395	8	NA
"4394"	210	"Female"	"FR"	8	2	0	83	2	395	8	NA
"4401"	210	"Female"	"FR"	9	3	0	70	1	256	8	NA
"4400"	210	"Female"	"FR"	10	3	0	83	1	256	8	NA
"4398"	210	"Female"	"FR"	11	3	0	59	1	256	8	NA
"4399"	210	"Female"	"FR"	12	3	1	44	1	256	8	NA
"4403"	210	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"4404"	210	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"4405"	210	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"4402"	210	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"4406"	210	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"4407"	210	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"4409"	210	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"4408"	210	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"4410"	210	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"4412"	211	"Male"	"FR"	1	1	1	55	3	300	18	NA
"4413"	211	"Male"	"FR"	2	1	1	22	3	300	18	NA
"4411"	211	"Male"	"FR"	3	1	1	90	3	300	18	NA
"4414"	211	"Male"	"FR"	4	1	0	133	3	300	18	NA
"4416"	211	"Male"	"FR"	5	2	1	118	4	384	18	NA
"4415"	211	"Male"	"FR"	6	2	1	73	4	384	18	NA
"4417"	211	"Male"	"FR"	7	2	1	64	4	384	18	NA
"4418"	211	"Male"	"FR"	8	2	1	129	4	384	18	NA
"4421"	211	"Male"	"FR"	9	3	1	129	3	379	18	NA
"4419"	211	"Male"	"FR"	10	3	1	95	3	379	18	NA
"4420"	211	"Male"	"FR"	11	3	0	88	3	379	18	NA
"4422"	211	"Male"	"FR"	12	3	1	67	3	379	18	NA
"4423"	211	"Male"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"4424"	211	"Male"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"4425"	211	"Male"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"4426"	211	"Male"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"4427"	211	"Male"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"4430"	211	"Male"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"4429"	211	"Male"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"4428"	211	"Male"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"4431"	211	"Male"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"4434"	212	"Male"	"NL"	1	1	0	61	2	136	14	NA
"4432"	212	"Male"	"NL"	2	1	1	21	2	136	14	NA
"4433"	212	"Male"	"NL"	3	1	1	22	2	136	14	NA
"4435"	212	"Male"	"NL"	4	1	0	32	2	136	14	NA
"4438"	212	"Male"	"NL"	5	2	0	60	3	139	14	NA
"4436"	212	"Male"	"NL"	6	2	1	31	3	139	14	NA
"4439"	212	"Male"	"NL"	7	2	1	19	3	139	14	NA
"4437"	212	"Male"	"NL"	8	2	1	29	3	139	14	NA
"4442"	212	"Male"	"NL"	9	3	0	71	2	96	14	NA
"4441"	212	"Male"	"NL"	10	3	1	12	2	96	14	NA
"4440"	212	"Male"	"NL"	11	3	0	6	2	96	14	NA
"4443"	212	"Male"	"NL"	12	3	1	7	2	96	14	NA
"4445"	212	"Male"	"NL"	13	4	1	38	4	180	14	NA
"4447"	212	"Male"	"NL"	14	4	1	72	4	180	14	NA
"4446"	212	"Male"	"NL"	15	4	1	60	4	180	14	NA
"4444"	212	"Male"	"NL"	16	4	1	10	4	180	14	NA
"4448"	212	"Male"	"NL"	17	5	0	12	2	168	14	NA
"4449"	212	"Male"	"NL"	18	5	1	19	2	168	14	NA
"4450"	212	"Male"	"NL"	19	5	0	116	2	168	14	NA
"4451"	212	"Male"	"NL"	20	5	1	21	2	168	14	NA
"4452"	212	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4455"	213	"Male"	"NL"	1	1	0	56	1	128	16	NA
"4453"	213	"Male"	"NL"	2	1	1	13	1	128	16	NA
"4454"	213	"Male"	"NL"	3	1	0	37	1	128	16	NA
"4456"	213	"Male"	"NL"	4	1	0	22	1	128	16	NA
"4457"	213	"Male"	"NL"	5	2	1	75	4	115	16	NA
"4458"	213	"Male"	"NL"	6	2	1	10	4	115	16	NA
"4459"	213	"Male"	"NL"	7	2	1	16	4	115	16	NA
"4460"	213	"Male"	"NL"	8	2	1	14	4	115	16	NA
"4461"	213	"Male"	"NL"	9	3	1	50	3	90	16	NA
"4462"	213	"Male"	"NL"	10	3	1	11	3	90	16	NA
"4464"	213	"Male"	"NL"	11	3	0	10	3	90	16	NA
"4463"	213	"Male"	"NL"	12	3	1	19	3	90	16	NA
"4467"	213	"Male"	"NL"	13	4	1	32	4	160	16	NA
"4466"	213	"Male"	"NL"	14	4	1	46	4	160	16	NA
"4465"	213	"Male"	"NL"	15	4	1	71	4	160	16	NA
"4468"	213	"Male"	"NL"	16	4	1	11	4	160	16	NA
"4472"	213	"Male"	"NL"	17	5	1	22	3	136	16	NA
"4470"	213	"Male"	"NL"	18	5	1	19	3	136	16	NA
"4469"	213	"Male"	"NL"	19	5	0	82	3	136	16	NA
"4471"	213	"Male"	"NL"	20	5	1	13	3	136	16	NA
"4473"	213	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4476"	214	"Male"	"NL"	1	1	0	175	1	232	16	NA
"4475"	214	"Male"	"NL"	2	1	0	26	1	232	16	NA
"4474"	214	"Male"	"NL"	3	1	1	9	1	232	16	NA
"4477"	214	"Male"	"NL"	4	1	0	22	1	232	16	NA
"4479"	214	"Male"	"NL"	5	2	1	140	4	186	16	NA
"4478"	214	"Male"	"NL"	6	2	1	12	4	186	16	NA
"4481"	214	"Male"	"NL"	7	2	1	13	4	186	16	NA
"4480"	214	"Male"	"NL"	8	2	1	21	4	186	16	NA
"4485"	214	"Male"	"NL"	9	3	1	66	3	109	16	NA
"4483"	214	"Male"	"NL"	10	3	1	21	3	109	16	NA
"4484"	214	"Male"	"NL"	11	3	0	14	3	109	16	NA
"4482"	214	"Male"	"NL"	12	3	1	8	3	109	16	NA
"4486"	214	"Male"	"NL"	13	4	1	25	4	107	16	NA
"4489"	214	"Male"	"NL"	14	4	1	44	4	107	16	NA
"4488"	214	"Male"	"NL"	15	4	1	29	4	107	16	NA
"4487"	214	"Male"	"NL"	16	4	1	9	4	107	16	NA
"4492"	214	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4493"	214	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4490"	214	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4491"	214	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4494"	214	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4497"	215	"Male"	"NL"	1	1	0	51	0	146	11	NA
"4496"	215	"Male"	"NL"	2	1	0	29	0	146	11	NA
"4498"	215	"Male"	"NL"	3	1	0	24	0	146	11	NA
"4495"	215	"Male"	"NL"	4	1	0	42	0	146	11	NA
"4501"	215	"Male"	"NL"	5	2	0	166	2	225	11	NA
"4499"	215	"Male"	"NL"	6	2	0	38	2	225	11	NA
"4500"	215	"Male"	"NL"	7	2	1	12	2	225	11	NA
"4502"	215	"Male"	"NL"	8	2	1	9	2	225	11	NA
"4505"	215	"Male"	"NL"	9	3	1	39	3	65	11	NA
"4504"	215	"Male"	"NL"	10	3	1	12	3	65	11	NA
"4503"	215	"Male"	"NL"	11	3	0	5	3	65	11	NA
"4506"	215	"Male"	"NL"	12	3	1	9	3	65	11	NA
"4509"	215	"Male"	"NL"	13	4	0	22	3	134	11	NA
"4508"	215	"Male"	"NL"	14	4	1	44	3	134	11	NA
"4507"	215	"Male"	"NL"	15	4	1	59	3	134	11	NA
"4510"	215	"Male"	"NL"	16	4	1	9	3	134	11	NA
"4513"	215	"Male"	"NL"	17	5	1	20	2	38	11	NA
"4514"	215	"Male"	"NL"	18	5	0	18	2	38	11	NA
"4512"	215	"Male"	"NL"	19	5	NA	NA	NA	38	NA	NA
"4511"	215	"Male"	"NL"	20	5	NA	NA	NA	38	NA	NA
"4515"	215	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4519"	216	"Male"	"FR"	1	1	0	98	0	180	9	NA
"4518"	216	"Male"	"FR"	2	1	0	34	0	180	9	NA
"4517"	216	"Male"	"FR"	3	1	0	23	0	180	9	NA
"4516"	216	"Male"	"FR"	4	1	0	25	0	180	9	NA
"4521"	216	"Male"	"FR"	5	2	0	109	1	196	9	NA
"4523"	216	"Male"	"FR"	6	2	0	24	1	196	9	NA
"4520"	216	"Male"	"FR"	7	2	1	24	1	196	9	NA
"4522"	216	"Male"	"FR"	8	2	0	39	1	196	9	NA
"4526"	216	"Male"	"FR"	9	3	0	42	2	80	9	NA
"4525"	216	"Male"	"FR"	10	3	1	18	2	80	9	NA
"4527"	216	"Male"	"FR"	11	3	0	12	2	80	9	NA
"4524"	216	"Male"	"FR"	12	3	1	8	2	80	9	NA
"4528"	216	"Male"	"FR"	13	4	0	22	2	142	9	NA
"4531"	216	"Male"	"FR"	14	4	1	41	2	142	9	NA
"4530"	216	"Male"	"FR"	15	4	0	61	2	142	9	NA
"4529"	216	"Male"	"FR"	16	4	1	18	2	142	9	NA
"4535"	216	"Male"	"FR"	17	5	1	16	3	108	9	NA
"4533"	216	"Male"	"FR"	18	5	1	16	3	108	9	NA
"4534"	216	"Male"	"FR"	19	5	0	76	3	108	9	NA
"4532"	216	"Male"	"FR"	20	5	NA	NA	NA	108	NA	NA
"4536"	216	"Male"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"4538"	217	"Female"	"FR"	1	1	1	50	2	133	17	NA
"4540"	217	"Female"	"FR"	2	1	1	37	2	133	17	NA
"4537"	217	"Female"	"FR"	3	1	0	28	2	133	17	NA
"4539"	217	"Female"	"FR"	4	1	0	18	2	133	17	NA
"4544"	217	"Female"	"FR"	5	2	1	36	4	174	17	NA
"4542"	217	"Female"	"FR"	6	2	1	57	4	174	17	NA
"4541"	217	"Female"	"FR"	7	2	1	20	4	174	17	NA
"4543"	217	"Female"	"FR"	8	2	1	61	4	174	17	NA
"4545"	217	"Female"	"FR"	9	3	1	20	3	76	17	NA
"4547"	217	"Female"	"FR"	10	3	1	30	3	76	17	NA
"4548"	217	"Female"	"FR"	11	3	0	17	3	76	17	NA
"4546"	217	"Female"	"FR"	12	3	1	9	3	76	17	NA
"4550"	217	"Female"	"FR"	13	4	1	42	4	156	17	NA
"4552"	217	"Female"	"FR"	14	4	1	34	4	156	17	NA
"4551"	217	"Female"	"FR"	15	4	1	42	4	156	17	NA
"4549"	217	"Female"	"FR"	16	4	1	38	4	156	17	NA
"4554"	217	"Female"	"FR"	17	5	1	57	3	149	17	NA
"4553"	217	"Female"	"FR"	18	5	1	32	3	149	17	NA
"4555"	217	"Female"	"FR"	19	5	0	23	3	149	17	NA
"4556"	217	"Female"	"FR"	20	5	1	37	3	149	17	NA
"4557"	217	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"4559"	218	"Female"	"FR"	1	1	0	134	1	288	12	NA
"4560"	218	"Female"	"FR"	2	1	1	75	1	288	12	NA
"4558"	218	"Female"	"FR"	3	1	0	19	1	288	12	NA
"4561"	218	"Female"	"FR"	4	1	0	60	1	288	12	NA
"4565"	218	"Female"	"FR"	5	2	0	67	1	177	12	NA
"4564"	218	"Female"	"FR"	6	2	0	33	1	177	12	NA
"4563"	218	"Female"	"FR"	7	2	1	28	1	177	12	NA
"4562"	218	"Female"	"FR"	8	2	0	49	1	177	12	NA
"4569"	218	"Female"	"FR"	9	3	1	76	3	200	12	NA
"4568"	218	"Female"	"FR"	10	3	1	35	3	200	12	NA
"4567"	218	"Female"	"FR"	11	3	0	78	3	200	12	NA
"4566"	218	"Female"	"FR"	12	3	1	11	3	200	12	NA
"4570"	218	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"4571"	218	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"4572"	218	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"4573"	218	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"4576"	218	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"4577"	218	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"4574"	218	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"4575"	218	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"4578"	218	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"4582"	219	"Male"	"NL"	1	1	0	173	1	279	15	NA
"4581"	219	"Male"	"NL"	2	1	1	30	1	279	15	NA
"4580"	219	"Male"	"NL"	3	1	0	22	1	279	15	NA
"4579"	219	"Male"	"NL"	4	1	0	54	1	279	15	NA
"4583"	219	"Male"	"NL"	5	2	1	81	4	238	15	NA
"4585"	219	"Male"	"NL"	6	2	1	83	4	238	15	NA
"4586"	219	"Male"	"NL"	7	2	1	27	4	238	15	NA
"4584"	219	"Male"	"NL"	8	2	1	47	4	238	15	NA
"4587"	219	"Male"	"NL"	9	3	1	55	3	121	15	NA
"4588"	219	"Male"	"NL"	10	3	1	25	3	121	15	NA
"4590"	219	"Male"	"NL"	11	3	0	10	3	121	15	NA
"4589"	219	"Male"	"NL"	12	3	1	31	3	121	15	NA
"4591"	219	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"4592"	219	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"4593"	219	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"4594"	219	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"4595"	219	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4596"	219	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4597"	219	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4598"	219	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4599"	219	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4601"	220	"Male"	"FR"	1	1	1	69	2	100	14	674
"4603"	220	"Male"	"FR"	2	1	1	11	2	100	14	674
"4600"	220	"Male"	"FR"	3	1	0	8	2	100	14	674
"4602"	220	"Male"	"FR"	4	1	0	12	2	100	14	674
"4605"	220	"Male"	"FR"	5	2	1	42	4	71	14	674
"4604"	220	"Male"	"FR"	6	2	1	7	4	71	14	674
"4606"	220	"Male"	"FR"	7	2	1	12	4	71	14	674
"4607"	220	"Male"	"FR"	8	2	1	10	4	71	14	674
"4609"	220	"Male"	"FR"	9	3	1	46	3	65	14	674
"4610"	220	"Male"	"FR"	10	3	1	7	3	65	14	674
"4611"	220	"Male"	"FR"	11	3	0	5	3	65	14	674
"4608"	220	"Male"	"FR"	12	3	1	7	3	65	14	674
"4614"	220	"Male"	"FR"	13	4	0	14	3	138	14	674
"4615"	220	"Male"	"FR"	14	4	1	48	3	138	14	674
"4612"	220	"Male"	"FR"	15	4	1	67	3	138	14	674
"4613"	220	"Male"	"FR"	16	4	1	9	3	138	14	674
"4619"	220	"Male"	"FR"	17	5	1	21	2	161	14	674
"4618"	220	"Male"	"FR"	18	5	0	21	2	161	14	674
"4617"	220	"Male"	"FR"	19	5	0	108	2	161	14	674
"4616"	220	"Male"	"FR"	20	5	1	11	2	161	14	674
"4620"	220	"Male"	"FR"	21	6	0	139	0	139	14	674
"4621"	221	"Male"	"NL"	1	1	0	99	1	273	11	NA
"4623"	221	"Male"	"NL"	2	1	1	75	1	273	11	NA
"4622"	221	"Male"	"NL"	3	1	0	40	1	273	11	NA
"4624"	221	"Male"	"NL"	4	1	0	59	1	273	11	NA
"4626"	221	"Male"	"NL"	5	2	0	80	2	241	11	NA
"4627"	221	"Male"	"NL"	6	2	1	53	2	241	11	NA
"4625"	221	"Male"	"NL"	7	2	1	48	2	241	11	NA
"4628"	221	"Male"	"NL"	8	2	0	60	2	241	11	NA
"4630"	221	"Male"	"NL"	9	3	0	40	2	94	11	NA
"4629"	221	"Male"	"NL"	10	3	1	21	2	94	11	NA
"4631"	221	"Male"	"NL"	11	3	0	12	2	94	11	NA
"4632"	221	"Male"	"NL"	12	3	1	21	2	94	11	NA
"4634"	221	"Male"	"NL"	13	4	1	9	3	19	11	NA
"4633"	221	"Male"	"NL"	14	4	1	7	3	19	11	NA
"4635"	221	"Male"	"NL"	15	4	0	3	3	19	11	NA
"4636"	221	"Male"	"NL"	16	4	NA	NA	NA	19	NA	NA
"4639"	221	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4640"	221	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4637"	221	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4638"	221	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4641"	221	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4644"	222	"Female"	"NL"	1	1	0	412	1	779	16	NA
"4643"	222	"Female"	"NL"	2	1	0	152	1	779	16	NA
"4642"	222	"Female"	"NL"	3	1	1	126	1	779	16	NA
"4645"	222	"Female"	"NL"	4	1	0	89	1	779	16	NA
"4647"	222	"Female"	"NL"	5	2	1	91	4	358	16	NA
"4648"	222	"Female"	"NL"	6	2	1	120	4	358	16	NA
"4649"	222	"Female"	"NL"	7	2	1	103	4	358	16	NA
"4646"	222	"Female"	"NL"	8	2	1	44	4	358	16	NA
"4650"	222	"Female"	"NL"	9	3	1	65	4	65	16	NA
"4653"	222	"Female"	"NL"	10	3	NA	NA	NA	65	NA	NA
"4652"	222	"Female"	"NL"	11	3	NA	NA	NA	65	NA	NA
"4651"	222	"Female"	"NL"	12	3	NA	NA	NA	65	NA	NA
"4654"	222	"Female"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"4655"	222	"Female"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"4656"	222	"Female"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"4657"	222	"Female"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"4660"	222	"Female"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"4661"	222	"Female"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"4658"	222	"Female"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"4659"	222	"Female"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"4662"	222	"Female"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"4666"	223	"Female"	"FR"	1	1	0	83	0	297	6	NA
"4665"	223	"Female"	"FR"	2	1	0	67	0	297	6	NA
"4663"	223	"Female"	"FR"	3	1	0	61	0	297	6	NA
"4664"	223	"Female"	"FR"	4	1	0	86	0	297	6	NA
"4667"	223	"Female"	"FR"	5	2	0	84	2	173	6	NA
"4670"	223	"Female"	"FR"	6	2	1	31	2	173	6	NA
"4669"	223	"Female"	"FR"	7	2	1	26	2	173	6	NA
"4668"	223	"Female"	"FR"	8	2	0	32	2	173	6	NA
"4671"	223	"Female"	"FR"	9	3	0	21	0	119	6	NA
"4672"	223	"Female"	"FR"	10	3	0	57	0	119	6	NA
"4674"	223	"Female"	"FR"	11	3	0	17	0	119	6	NA
"4673"	223	"Female"	"FR"	12	3	0	24	0	119	6	NA
"4675"	223	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"4676"	223	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"4677"	223	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"4678"	223	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"4682"	223	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"4679"	223	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"4680"	223	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"4681"	223	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"4683"	223	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
